id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
5091,Art,Which painting technique creates subtle gradations of tone without harsh outlines?,Chiaroscuro,Impasto,Sfumato,Scumbling,C,Sfumato creates subtle tone gradations,Medium
5092,Math,What is the Fundamental Theorem of Algebra about?,Every non-constant polynomial has at least one complex root,All polynomials are continuous,Algebraic equations have unique solutions,Complex numbers are complete,A,Fundamental Theorem guarantees complex roots,Medium
5093,Science,What is the study of the origin and development of the universe called?,Astronomy,Cosmology,Astrophysics,Cosmogony,B,Cosmology studies universe origin and development,Medium
5097,Science,What is the term for the study of how living organisms interact with their environment?,Ecology,Biology,Botany,Zoology,A,Ecology studies organism-environment interactions,Medium
5098,Math,What is the parametric equation for a circle of radius r centered at origin?,x = r cos t y = r sin t,x = r sin t y = r cos t,x = r t y = r/t,x = r² cos t y = r² sin t,A,Circle parametric equations are x = r cos t y = r sin t,Medium
5099,Animals,What is the largest mammal that ever lived?,Blue whale,African elephant,Woolly mammoth,Megalodon,A,Blue whale is the largest mammal ever,Medium
5100,Science,What is the term for the study of earthquakes and seismic waves?,Geology,Seismology,Volcanology,Meteorology,B,Seismology studies earthquakes and seismic waves,Medium
5101,Science,What is the theoretical framework that could unify general relativity and quantum mechanics?,String theory,Loop quantum gravity,Causal set theory,All of the above,D,Multiple approaches attempt quantum gravity unification,Hard
5102,Math,What is the Millennium Prize Problem concerning the existence of Yang-Mills theory?,Proving the theory exists and has a mass gap,Solving Yang-Mills equations,Computing exact solutions,Finding symmetry groups,A,Yang-Mills problem requires existence and mass gap proof,Hard
5104,Science,What is the name of the hypothetical particle that could explain dark matter?,Axion,WIMP,Sterile neutrino,All of the above,D,Multiple particles are proposed for dark matter,Hard
5107,Science,What is the theoretical process by which the universe could collapse back on itself?,Big Crunch,Heat death,Big Rip,False vacuum decay,A,Big Crunch is universal collapse scenario,Hard
5108,Math,What is the Birkhoff-von Neumann theorem about?,Doubly stochastic matrices can be written as convex combinations of permutation matrices,All matrices are diagonalizable,Eigenvalues determine matrix properties,Linear transformations preserve structure,A,Birkhoff-von Neumann concerns doubly stochastic matrices,Hard
5110,Science,What is the theoretical temperature at which all matter would collapse into a black hole?,Planck temperature,Hagedorn temperature,Critical temperature,Debye temperature,A,Planck temperature is where matter collapses,Hard
5111,Art,Which avant-garde movement was founded by André Breton with the Surrealist Manifesto?,Dadaism,Surrealism,Futurism,Constructivism,B,Breton founded Surrealism with his manifesto,Hard
5112,Math,What is the Busemann-Petty problem about?,Comparing volumes of convex bodies and their sections,Prime factorization algorithms,Continuous function properties,Matrix inverse computations,A,Busemann-Petty problem compares convex body volumes,Hard
5113,Science,What is the name of the theoretical phase of matter that exists at extremely high temperatures?,Quark-gluon plasma,Bose-Einstein condensate,Fermionic condensate,Color glass condensate,A,Quark-gluon plasma exists at extreme temperatures,Hard
5117,Science,What is the theoretical framework describing the evolution of quantum states?,Schrödinger equation,Heisenberg uncertainty principle,Born rule,Copenhagen interpretation,A,Schrödinger equation describes quantum state evolution,Hard
5118,Math,What is the Kakeya conjecture about?,Hausdorff dimension of Kakeya sets in higher dimensions,Prime number distributions,Harmonic analysis,Geometric measure theory,A,Kakeya conjecture concerns dimension of Kakeya sets,Hard
5120,Science,What is the study of how quantum systems can be used for computation called?,Quantum computing,Quantum information theory,Quantum cryptography,All of the above,D,All terms relate to quantum computation applications,Hard
5121,Science,What is the basic building block of proteins?,Amino acid,Nucleotide,Lipid,Carbohydrate,A,Amino acids are protein building blocks,Easy
5122,Math,What is 17 × 5?,75,80,85,90,C,17 multiplied by 5 equals 85,Easy
5125,Science,What is the chemical symbol for sodium?,S,So,Na,N,C,Sodium has the chemical symbol Na,Easy
5127,Animals,Which animal is the fastest marine mammal?,Dolphin,Whale,Seal,Orca,A,Dolphins are the fastest marine mammals,Easy
5128,Math,What is 88 ÷ 8?,10,11,12,13,B,88 divided by 8 equals 11,Easy
5129,Science,What is the process by which green plants use sunlight to make food?,Respiration,Photosynthesis,Transpiration,Digestion,B,Photosynthesis uses sunlight to make food,Easy
5130,Sports,In which sport do you try to get the ball in a hole in as few strokes as possible?,Tennis,Baseball,Golf,Basketball,C,Golf aims to get ball in hole with few strokes,Easy
5132,Science,Which organ in the human body filters blood?,Heart,Liver,Kidney,Lung,C,Kidneys filter blood,Easy
5133,Math,What is 45% of 80?,32,36,40,44,B,45% of 80 equals 36,Easy
5135,Science,What is the process by which water moves from roots to leaves in plants?,Osmosis,Transpiration,Diffusion,Capillary action,B,Transpiration moves water from roots to leaves,Easy
5137,Animals,Which animal produces honey?,Wasp,Bee,Ant,Fly,B,Bees produce honey,Easy
5138,Math,What is 12²?,124,144,164,184,B,12 squared equals 144,Easy
5139,Science,What do we call the invisible force that keeps us on the ground?,Magnetism,Electricity,Gravity,Friction,C,Gravity keeps us on the ground,Easy
5141,Science,What is the Arrhenius equation used to describe?,Temperature dependence of reaction rates,Gas pressure relationships,Electron orbital energies,Molecular vibration frequencies,A,Arrhenius equation describes temperature-rate relationships,Medium
5142,Math,What is the gradient of the scalar field f(x,y,z) = x²y + z³?,∇f = [2xy x² 3z²],∇f = [x² 2xy z³],∇f = [2x y z],∇f = [xy x 3z],A
5144,Science,What is the name for the number of protons in an atom's nucleus?,Mass number,Atomic number,Electron number,Neutron number,B,Atomic number is the number of protons,Medium
5147,Science,What is the SI unit for pressure?,Newton,Pascal,Joule,Watt,B,The pascal is the SI unit for pressure,Medium
5148,Math,What is the formula for compound interest?,A = P(1 + r)^t,A = P + rt,A = Prt,A = P(1 + rt),A,Compound interest formula is A = P(1 + r)^t,Medium
5150,Science,What is the term for a solution that resists changes in pH?,Buffer,Indicator,Catalyst,Inhibitor,A,A buffer resists pH changes,Medium
5151,Art,Which art movement was Pablo Picasso associated with in his later career?,Impressionism,Expressionism,Cubism,Surrealism,C,Picasso was associated with Cubism,Medium
5152,Math,What is the integral of 1/x with respect to x?,ln|x| + C,x + C,x²/2 + C,1/x² + C,A,The integral of 1/x is ln|x| + C,Medium
5153,Science,What is the study of heredity and genetic variation called?,Genetics,Evolution,Ecology,Taxonomy,A,Genetics studies heredity and variation,Medium
5157,Science,What is the term for the energy required to start a chemical reaction?,Activation energy,Potential energy,Kinetic energy,Thermal energy,A,Activation energy starts chemical reactions,Medium
5158,Math,What is the equation of a line with slope m passing through point (x₁,y₁)?,y - y₁ = m(x - x₁),y + y₁ = m(x + x₁),y = mx + x₁,y = m(x + x₁) - y₁,A,Point-slope form is y - y₁ = m(x - x₁)
5159,Animals,What is the largest bird that cannot fly?,Penguin,Ostrich,Emu,Kiwi,B,The ostrich is the largest flightless bird,Medium
5160,Science,What is the term for the study of the motion and behavior of projectiles?,Ballistics,Dynamics,Kinematics,Statics,A,Ballistics studies projectile motion,Medium
5161,Science,What is the theoretical framework that attempts to describe all four fundamental forces?,Theory of Everything,Grand Unified Theory,String Theory,M-Theory,A,Theory of Everything aims to describe all forces,Hard
5162,Math,What is the Millennium Prize Problem known as the Hodge conjecture about?,Algebraic cycles on projective algebraic varieties,Prime number distribution,Differential equation solutions,Topological invariants,A,Hodge conjecture concerns algebraic cycles,Hard
5164,Science,What is the name of the theoretical process that could create a stable wormhole?,Exotic matter with negative energy density,Positive mass energy,Normal matter compression,Electromagnetic field manipulation,A,Exotic matter could theoretically stabilize wormholes,Hard
5167,Science,What is the name of the effect where space and time become quantized at the smallest scales?,Planck scale effects,Heisenberg uncertainty,Quantum foam,All of the above,D,All describe quantum spacetime effects,Hard
5168,Math,What is the Novikov conjecture about?,Higher-order signatures of manifolds,Prime number gaps,Function continuity,Matrix eigenvalues,A,Novikov conjecture concerns manifold signatures,Hard
5170,Science,What is the theoretical maximum information content that can be stored in a spherical region?,Bekenstein bound,Shannon limit,Landauer limit,Holographic bound,A,Bekenstein bound limits information in spherical regions,Hard
5171,Art,Which conceptual artist created the work 'The Physical Impossibility of Death in the Mind of Someone Living'?,Jeff Koons,Damien Hirst,Tracy Emin,Banksy,B,Damien Hirst created this famous shark artwork,Hard
5172,Math,What is the Bombieri-Lang conjecture about?,Diophantine equations and algebraic curves,Prime number distribution,Harmonic analysis,Geometric topology,A,Bombieri-Lang concerns Diophantine equations,Hard
5173,Science,What is the theoretical particle that could mediate gravity in quantum field theory?,Graviton,Higgs boson,Axion,Dilaton,A,Graviton would theoretically mediate gravity,Hard
5177,Science,What is the theoretical framework that could explain why the universe appears fine-tuned for life?,Anthropic principle,Multiverse theory,String landscape,All of the above,D,All address fine-tuning questions,Hard
5178,Math,What is the Schanuel conjecture about?,Transcendental number theory,Algebraic geometry,Differential equations,Probability theory,A,Schanuel conjecture concerns transcendental numbers,Hard
5180,Science,What is the study of how complexity emerges from simple rules called?,Complexity theory,Systems theory,Chaos theory,All of the above,D,All study emergence of complexity,Hard
5181,Science,Which vitamin helps blood clot?,Vitamin A,Vitamin C,Vitamin D,Vitamin K,D,Vitamin K helps blood clot,Easy
5182,Math,What is 23 × 3?,66,69,72,75,B,23 multiplied by 3 equals 69,Easy
5185,Science,What is the chemical symbol for potassium?,P,Po,K,Pt,C,Potassium has the chemical symbol K,Easy
5187,Animals,Which animal is known for its very long tongue?,Giraffe,Elephant,Anteater,Both A and C,D,Both giraffes and anteaters have long tongues,Easy
5188,Math,What is 99 ÷ 9?,10,11,12,13,B,99 divided by 9 equals 11,Easy
5189,Science,What is the Earth's natural satellite called?,Star,Moon,Planet,Comet,B,The Moon is Earth's natural satellite,Easy
5190,Sports,In which sport do players try to hit a ball over a net without letting it touch the ground on their side?,Tennis,Volleyball,Badminton,Table tennis,B,Volleyball hits ball over net,Easy
5192,Science,Which system in the human body fights disease?,Digestive system,Circulatory system,Immune system,Nervous system,C,The immune system fights disease,Easy
5193,Math,What is 30% of 120?,30,36,42,48,B,30% of 120 equals 36,Easy
5195,Science,What is the process by which liquid water becomes water vapor?,Condensation,Evaporation,Sublimation,Freezing,B,Evaporation turns liquid water to vapor,Easy
5197,Animals,Which animal is known for its ability to change color to match its surroundings?,Tiger,Leopard,Chameleon,Zebra,C,Chameleons change color to match surroundings,Easy
5198,Math,What is 15²?,225,235,245,255,A,15 squared equals 225,Easy
5199,Science,What do we call the layer of gases surrounding Earth?,Biosphere,Atmosphere,Hydrosphere,Lithosphere,B,The atmosphere is the layer of gases,Easy
5201,Science,What is the Beer-Lambert law used to describe?,Relationship between light absorption and concentration,Gas pressure and temperature,Chemical reaction equilibrium,Molecular bond vibrations,A,Beer-Lambert law relates absorption to concentration,Medium
5202,Math,What is the Laplacian operator ∇²f for f(x,y,z) = x² + y² + z²?,2,4,6,8,C
5204,Science,What is the name for the point at which a liquid becomes a gas at any temperature?,Critical point,Triple point,Boiling point,Flash point,A,Critical point is where liquid becomes gas,Medium
5207,Science,What is the SI unit for magnetic field strength?,Tesla,Weber,Henry,Gauss,A,The tesla is the SI unit for magnetic field,Medium
5208,Math,What is the derivative of ln(x²)?,(ln(x²))',2/x,2x,1/x²,B,d/dx[ln(x²)] = 2x/x² = 2/x,Medium
5210,Science,What is the term for a substance that increases the rate of a chemical reaction without being consumed?,Catalyst,Inhibitor,Reagent,Solvent,A,A catalyst increases reaction rate without being consumed,Medium
5211,Art,Which art technique involves scratching through a surface layer to reveal a lower layer?,Encaustic,Sgraffito,Fresco,Tempera,B,Sgraffito involves scratching through layers,Medium
5212,Math,What is the volume of a cone with radius r and height h?,πr²h,πr²h/3,2πr²h/3,4πr²h/3,B,Cone volume is πr²h/3,Medium
5213,Science,What is the study of the behavior of matter and energy called?,Physics,Chemistry,Biology,Geology,A,Physics studies matter and energy behavior,Medium
5217,Science,What is the term for the energy stored in the bonds between atoms?,Chemical energy,Nuclear energy,Electrical energy,Thermal energy,A,Chemical energy is stored in atomic bonds,Medium
5218,Math,What is the distance formula between points (x₁,y₁) and (x₂,y₂)?,√[(x₂-x₁)² + (y₂-y₁)²],√[(x₂+x₁)² + (y₂+y₁)²],(x₂-x₁)² + (y₂-y₁)²,|x₂-x₁| + |y₂-y₁|,A
5219,Animals,What is the only continent where penguins live in the wild naturally?,Africa,South America,Australia,Antarctica,D,Penguins naturally live in Antarctica,Medium
5220,Science,What is the term for the study of fossils?,Paleontology,Archaeology,Anthropology,Geology,A,Paleontology is the study of fossils,Medium
5221,Science,What is the theoretical framework that describes gravity as the curvature of spacetime?,General Relativity,Special Relativity,Quantum Mechanics,String Theory,A,General Relativity describes gravity as spacetime curvature,Hard
5222,Math,What is the Clay Institute Millennium Prize Problem concerning the Riemann hypothesis?,The location of zeros of the Riemann zeta function,Prime number distribution patterns,Complex analysis fundamentals,Number theory applications,A,Riemann hypothesis concerns zeta function zeros,Hard
5224,Science,What is the name of the theoretical process that could allow information to be transmitted faster than light?,Quantum entanglement,Tachyonic communication,Wormhole messaging,All are theoretical,D,All are theoretical faster-than-light communication,Hard
5227,Science,What is the name of the theoretical limit to how much information can be processed by a physical system?,Landauer limit,Bekenstein bound,Shannon limit,Margolus-Levitin theorem,D,Margolus-Levitin theorem limits information processing,Hard
5228,Math,What is the Grothendieck-Riemann-Roch theorem about?,Relationship between topological and algebraic properties of varieties,Prime factorization algorithms,Differential equation solutions,Probability distributions,A,GRR theorem relates topology and algebra,Hard
5230,Science,What is the theoretical mechanism that could explain the accelerating expansion of the universe?,Dark energy,Cosmological constant,Quintessence,All of the above,D,Multiple mechanisms explain cosmic acceleration,Hard
5231,Art,Which art movement was characterized by the integration of text and image in conceptual works?,Pop Art,Conceptual Art,Land Art,Performance Art,B,Conceptual Art integrated text and image,Hard
5232,Math,What is the Taniyama-Shimura conjecture (now theorem) about?,Connection between elliptic curves and modular forms,Prime number distribution,Algebraic geometry fundamentals,Complex analysis applications,A,Taniyama-Shimura connects elliptic curves to modular forms,Hard
5233,Science,What is the name of the theoretical particle that could resolve the strong CP problem?,Axion,Magnetic monopole,Supersymmetric particle,Extra-dimensional particle,A,Axion could resolve strong CP problem,Hard
5237,Science,What is the theoretical framework describing how information is conserved in black holes?,Black hole information paradox,Holographic principle,AdS/CFT correspondence,All address this issue,D,All frameworks address black hole information,Hard
5238,Math,What is the Langlands correspondence about?,Connection between number theory representation theory and geometry,Calculus fundamentals,Linear algebra applications,Statistics and probability,A,Langlands connects number theory and geometry,Hard
5240,Science,What is the study of how quantum effects might influence consciousness called?,Quantum consciousness,Quantum biology,Quantum neuroscience,All of the above,D,All study quantum effects on consciousness,Hard
5241,Science,What is the most abundant gas in Earth's atmosphere?,Oxygen,Carbon dioxide,Nitrogen,Argon,C,Nitrogen makes up about 78% of the atmosphere,Easy
5242,Math,What is 26 × 2?,50,52,54,56,B,26 multiplied by 2 equals 52,Easy
5245,Science,What is the chemical symbol for helium?,H,He,Hl,Ho,B,Helium has the chemical symbol He,Easy
5247,Animals,Which animal is known for its pouch?,Kangaroo,Koala,Wombat,All of the above,D,All these animals have pouches,Easy
5248,Math,What is 121 ÷ 11?,10,11,12,13,B,121 divided by 11 equals 11,Easy
5249,Science,What is the center of our solar system?,Earth,Moon,Sun,Mars,C,The Sun is the center of our solar system,Easy
5250,Sports,In which sport do players use clubs to hit a small ball into holes?,Tennis,Baseball,Golf,Hockey,C,Golf uses clubs to hit balls into holes,Easy
5252,Science,Which part of the plant absorbs water and nutrients from the soil?,Stem,Leaves,Roots,Flowers,C,Roots absorb water and nutrients,Easy
5253,Math,What is 40% of 75?,25,30,35,40,B,40% of 75 equals 30,Easy
5255,Science,What is the process by which plants release water vapor through their leaves?,Photosynthesis,Transpiration,Respiration,Germination,B,Transpiration releases water vapor,Easy
5257,Animals,Which animal is the largest land mammal?,Giraffe,Elephant,Rhinoceros,Hippopotamus,B,The elephant is the largest land mammal,Easy
5258,Math,What is 13²?,159,169,179,189,B,13 squared equals 169,Easy
5259,Science,What do we call the path that Earth takes around the Sun?,Rotation,Orbit,Revolution,Axis,B,Earth's path around the Sun is its orbit,Easy
5261,Science,What is the Michaelis-Menten equation used to describe?,Enzyme kinetics,Chemical equilibrium,Gas behavior,Nuclear decay,A,Michaelis-Menten describes enzyme kinetics,Medium
5262,Math,What is the line integral ∮ F·dr for F = [y -x] around the unit circle?,0,π,2π,-2π,C,Line integral of [y -x] around unit circle is 2π,Medium
5264,Science,What is the name for the minimum energy difference between the valence and conduction bands in a semiconductor?,Band gap,Work function,Fermi level,Binding energy,A,Band gap is the energy difference in semiconductors,Medium
5267,Science,What is the SI unit for energy?,Newton,Joule,Watt,Pascal,B,The joule is the SI unit for energy,Medium
5268,Math,What is the Taylor series expansion of sin(x) around x = 0?,x - x³/3! + x⁵/5! - ...,1 - x²/2! + x⁴/4! - ...,x + x²/2! + x³/3! + ...,1 + x + x²/2! + ...,A,Taylor series of sin(x) is x - x³/3! + x⁵/5! - ...,Medium
5270,Science,What is the term for the amount of heat needed to raise the temperature of 1 gram of water by 1°C?,Calorie,Joule,BTU,Watt-hour,A,A calorie raises 1 gram of water by 1°C,Medium
5271,Art,Which Renaissance art technique involves painting on wet lime plaster?,Oil painting,Tempera,Fresco,Watercolor,C,Fresco involves painting on wet plaster,Medium
5272,Math,What is the equation of a parabola with vertex at origin opening upward?,y = x²,x = y²,y² = x,x² + y² = 1,A,Parabola with vertex at origin is y = x²,Medium
5273,Science,What is the study of the chemical composition of celestial bodies called?,Cosmology,Astrophysics,Astrochemistry,Astrobiology,C,Astrochemistry studies celestial body composition,Medium
5277,Science,What is the term for the study of how drugs affect living organisms?,Pharmacology,Toxicology,Physiology,Pathology,A,Pharmacology studies drug effects on organisms,Medium
5278,Math,What is the slope-intercept form of a linear equation?,ax + by = c,y = mx + b,y - y₁ = m(x - x₁),x = my + b,B,Slope-intercept form is y = mx + b,Medium
5279,Animals,What is the term for animals that are active during twilight?,Diurnal,Nocturnal,Crepuscular,Arrhythmic,C,Crepuscular animals are active during twilight,Medium
5280,Science,What is the term for the study of the structure and function of cells?,Cytology,Histology,Embryology,Physiology,A,Cytology is the study of cells,Medium
5281,Science,What is the theoretical framework that could resolve the hierarchy problem in physics?,Supersymmetry,Extra dimensions,Technicolor,All of the above,D,Multiple approaches address hierarchy problem,Hard
5282,Math,What is the Millennium Prize Problem concerning the P versus NP question?,Whether problems with quickly verifiable solutions can be solved quickly,Prime number distribution,Differential topology,Algebraic geometry,A,P vs NP asks about verification versus solution complexity,Hard
5284,Science,What is the name of the theoretical process that could create closed timelike curves?,General relativistic time travel,Quantum tunneling,Tachyonic signaling,Causal loops,A,General relativity allows theoretical time travel,Hard
5287,Science,What is the theoretical limit to the density of information in a physical system?,Planck density,Bekenstein bound,Shannon entropy,Landauer limit,B,Bekenstein bound limits information density,Hard
5288,Math,What is the Geometric Langlands conjecture about?,Duality between D-modules and perverse sheaves,Prime number theory,Algebraic topology,Complex analysis,A,Geometric Langlands concerns D-modules and sheaves,Hard
5290,Science,What is the theoretical mechanism that could explain the origin of mass?,Higgs mechanism,Spontaneous symmetry breaking,Electroweak theory,All of the above,D,All mechanisms explain mass origin,Hard
5291,Art,Which contemporary artist is known for large-scale environmental installations like 'The Gates'?,Andy Goldsworthy,Christo and Jeanne-Claude,Robert Smithson,Walter De Maria,B,Christo and Jeanne-Claude created The Gates,Hard
5292,Math,What is the Erdős-Straus conjecture about?,Every fraction 4/n can be expressed as sum of three unit fractions,Prime number gaps,Graph coloring problems,Number theory fundamentals,A,Erdős-Straus concerns unit fraction decomposition,Hard
5293,Science,What is the name of the theoretical phase transition that could have created the universe's matter-antimatter asymmetry?,Baryogenesis,Big Bang nucleosynthesis,Cosmic inflation,Electroweak baryogenesis,A,Baryogenesis explains matter-antimatter asymmetry,Hard
5297,Science,What is the theoretical framework that attempts to explain quantum mechanics through hidden variables?,Pilot wave theory,Many-worlds interpretation,Copenhagen interpretation,Consistent histories,A,Pilot wave theory uses hidden variables,Hard
5298,Math,What is the Beilinson conjecture about?,Special values of L-functions and motivic cohomology,Algebraic geometry fundamentals,Number theory applications,Differential equations,A,Beilinson conjecture concerns L-functions and cohomology,Hard
5300,Science,What is the study of how information and computation might emerge from physical processes called?,Digital physics,Computational physics,Information theory,All of the above,A,Digital physics studies computation from physics,Hard
5301,Science,What is the smallest bone in the human body?,Stapes,Malleus,Incus,Fibula,A,The stapes in the ear is the smallest bone,Easy
5302,Math,What is 28 ÷ 4?,6,7,8,9,B,28 divided by 4 equals 7,Easy
5305,Science,What is the chemical symbol for copper?,Cu,Co,Cp,Ce,A,Copper has the chemical symbol Cu,Easy
5307,Animals,Which animal is known for building dams?,Otter,Beaver,Muskrat,Platypus,B,Beavers are known for building dams,Easy
5308,Math,What is 18 × 6?,98,108,118,128,B,18 multiplied by 6 equals 108,Easy
5309,Science,What is the process by which the body breaks down food to release energy?,Digestion,Metabolism,Respiration,Circulation,A,Digestion breaks down food for energy,Easy
5310,Sports,In which sport do you score by putting the ball through a hoop?,Soccer,Basketball,Baseball,Tennis,B,Basketball scores by putting ball through hoop,Easy
5312,Science,Which gas do humans need to breathe to survive?,Carbon dioxide,Nitrogen,Oxygen,Helium,C,Humans need oxygen to survive,Easy
5313,Math,What is 55% of 60?,30,33,36,39,B,55% of 60 equals 33,Easy
5315,Science,What is the force that opposes motion between two surfaces?,Gravity,Friction,Magnetism,Electricity,B,Friction opposes motion between surfaces,Easy
5317,Animals,Which animal has a trunk?,Elephant,Rhinoceros,Hippopotamus,Giraffe,A,Elephants have trunks,Easy
5318,Math,What is 14²?,186,196,206,216,B,14 squared equals 196,Easy
5319,Science,What is the study of stars planets and galaxies called?,Geology,Biology,Astronomy,Meteorology,C,Astronomy studies stars planets and galaxies,Easy
5321,Science,What is the Nernst equation used to calculate?,Electrode potential under non-standard conditions,Reaction rate constants,Gas solubility,Molecular weight,A,Nernst equation calculates electrode potential,Medium
5322,Math,What is the surface integral ∬ F·dS for F = [x y z] over the unit sphere?,0,4π,8π,12π,B,Surface integral of [x y z] over unit sphere is 4π,Medium
5324,Science,What is the name for the temperature at which a semiconductor becomes intrinsic?,Curie temperature,Transition temperature,Intrinsic temperature,Fermi temperature,C,Intrinsic temperature is when semiconductor becomes intrinsic,Medium
5327,Science,What is the SI unit for electric charge?,Ampere,Coulomb,Volt,Ohm,B,The coulomb is the SI unit for electric charge,Medium
5328,Math,What is the Maclaurin series for e^x?,1 + x + x²/2! + x³/3! + ...,x + x²/2 + x³/3 + ...,1 + x + x² + x³ + ...,x - x²/2! + x³/3! - ...,A,Maclaurin series for e^x is 1 + x + x²/2! + x³/3! + ...,Medium
5330,Science,What is the term for the study of how organisms develop from fertilized egg to adult?,Embryology,Genetics,Evolution,Taxonomy,A,Embryology studies organism development,Medium
5331,Art,Which painting technique involves applying translucent layers of paint over an opaque base?,Impasto,Glazing,Scumbling,Alla prima,B,Glazing applies translucent layers over opaque base,Medium
5332,Math,What is the formula for the area of an ellipse with semi-axes a and b?,πab,2πab,πa²b,πab²,A,Area of ellipse is πab,Medium
5333,Science,What is the study of the distribution of species and ecosystems in geographic space called?,Ecology,Biogeography,Taxonomy,Systematics,B,Biogeography studies species distribution,Medium
5337,Science,What is the term for the minimum amount of a substance needed to sustain a nuclear chain reaction?,Critical mass,Threshold mass,Minimum mass,Reaction mass,A,Critical mass sustains nuclear chain reaction,Medium
5338,Math,What is the general solution to the differential equation dy/dx = y?,y = Ce^x,y = Cx,y = C/x,y = Ce^(-x),A,Solution to dy/dx = y is y = Ce^x,Medium
5339,Animals,What is the largest species of bear?,Grizzly bear,Polar bear,Brown bear,Black bear,B,Polar bears are the largest bear species,Medium
5340,Science,What is the term for the study of how populations change over time?,Demographics,Population dynamics,Ecology,Evolution,B,Population dynamics studies population changes,Medium
5341,Science,What is the theoretical framework that could unify quantum field theory with general relativity?,Loop quantum gravity,String theory,Causal dynamical triangulation,All of the above,D,Multiple approaches attempt quantum gravity,Hard
5342,Math,What is the Clay Millennium Prize Problem known as the Navier-Stokes existence and uniqueness?,Proving solutions exist and are unique for all time,Solving equations analytically,Finding exact solutions,Computing numerical approximations,A,Navier-Stokes problem asks for existence and uniqueness,Hard
5344,Science,What is the name of the theoretical process that could allow energy extraction from black holes?,Penrose process,Hawking radiation,Black hole mining,Ergosphere extraction,A,Penrose process could extract black hole energy,Hard
5347,Science,What is the theoretical minimum energy required for computation?,kT ln(2) per bit erased,Zero energy,Planck energy,Quantum energy,A,Landauer's principle sets minimum energy,Hard
5348,Math,What is the Baum-Connes conjecture about?,K-theory of C*-algebras and group actions,Algebraic topology fundamentals,Number theory applications,Geometric analysis,A,Baum-Connes concerns K-theory of C*-algebras,Hard
5350,Science,What is the theoretical maximum temperature that matter can reach?,Planck temperature,Hagedorn temperature,GUT scale temperature,Electroweak scale,A,Planck temperature is theoretical maximum,Hard
5351,Art,Which artist created the installation 'Weather Project' at the Tate Modern?,Anselm Kiefer,Olafur Eliasson,James Turrell,Dan Flavin,B,Olafur Eliasson created Weather Project,Hard
5352,Math,What is the Mumford conjecture about?,Stable cohomology of moduli spaces of curves,Algebraic geometry fundamentals,Number theory problems,Differential topology,A,Mumford conjecture concerns moduli space cohomology,Hard
5353,Science,What is the name of the theoretical particle that could mediate a fifth fundamental force?,Quintessence,Chameleon,Axion,All are candidates,D,Multiple particles proposed for fifth force,Hard
5357,Science,What is the theoretical framework that describes the emergence of spacetime from quantum entanglement?,Holographic principle,AdS/CFT correspondence,Emergent gravity,All of the above,D,All describe spacetime emergence from entanglement,Hard
5358,Math,What is the Weil conjectures (now theorems) about?,Zeta functions of algebraic varieties over finite fields,Prime number distribution,Elliptic curve theory,Modular form theory,A,Weil conjectures concern variety zeta functions,Hard
5360,Science,What is the study of how computation could be performed using biological or chemical processes called?,Biocomputing,Chemical computing,Molecular computing,All of the above,D,All study alternative computation methods,Hard
5361,Science,Which planet is closest to Earth?,Venus,Mars,Mercury,Jupiter,A,Venus is closest to Earth on average,Easy
5362,Math,What is 35 × 2?,60,65,70,75,C,35 multiplied by 2 equals 70,Easy
5365,Science,What is the chemical symbol for zinc?,Z,Zn,Zi,Zc,B,Zinc has the chemical symbol Zn,Easy
5367,Animals,Which animal is known for its ability to spray a bad-smelling liquid when threatened?,Raccoon,Skunk,Opossum,Porcupine,B,Skunks spray bad-smelling liquid when threatened,Easy
5368,Math,What is 156 ÷ 12?,12,13,14,15,B,156 divided by 12 equals 13,Easy
5369,Science,What is the hard outer layer that protects the tooth called?,Dentin,Enamel,Pulp,Cementum,B,Enamel is the hard outer layer of teeth,Easy
5370,Sports,How many players are on a volleyball team during play?,5,6,7,8,B,Volleyball teams have 6 players on court,Easy
5372,Science,Which vitamin is made when our skin is exposed to sunlight?,Vitamin A,Vitamin C,Vitamin D,Vitamin E,C,Vitamin D is made from sunlight exposure,Easy
5373,Math,What is 65% of 80?,48,52,56,60,B,65% of 80 equals 52,Easy
5375,Science,What is the process by which rocks are broken down by wind rain and ice?,Erosion,Weathering,Deposition,Sedimentation,B,Weathering breaks down rocks,Easy
5377,Animals,Which animal has the longest neck relative to its body size?,Giraffe,Swan,Flamingo,Ostrich,A,Giraffes have the longest neck relative to body size,Easy
5378,Math,What is 16²?,246,256,266,276,B,16 squared equals 256,Easy
5379,Science,What do we call the imaginary line around the middle of Earth?,Equator,Prime Meridian,Tropic of Cancer,Tropic of Capricorn,A,The Equator is the imaginary line around Earth's middle,Easy
5381,Science,What is the Henderson-Hasselbalch equation used to calculate?,pH of buffer solutions,Reaction equilibrium constants,Gas solubility coefficients,Molecular orbital energies,A,Henderson-Hasselbalch calculates buffer pH,Medium
5382,Math,What is the triple integral ∭ xyz dV over the unit cube [0,1]³?,1/2,1/4,1/8,1/16,C,Triple integral of xyz over unit cube is 1/8
5384,Science,What is the name for the energy required to remove an electron from the outermost shell of an atom?,First ionization energy,Electron affinity,Electronegativity,Work function,A,First ionization energy removes outermost electron,Medium
