id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
2598,Art,Andy Warhol hangi akımın öncülüğünü yapmıştır?,Soyut Ekspresyonizm,Pop art,Minimalizm,Kavramsal Sanat,B,"Andy Warhol, Pop Art hareketinin öncülerinden biriydi",Hard
2599,Technology,JSON ne anlama geliyor?,JavaScript Nesne Gösterimi,Java Standart Nesne Ağı,JavaScript Çevrimiçi Notasyonu,Java Script Nesne Ağı,A,"JSON, JavaScript Nesne Gösterimi anlamına gelir",Hard
2600,Animals,Mavi balinanın gebelik süresi ne kadardır?,10 ay,11 ay,12 ay,13 ay,C,Mavi balinaların gebelik süresi yaklaşık 12 aydır,Hard
2601,Science,Termodinamiğin ikinci yasası nedir?,Enerji korunur,Entropi her zaman artar,Isı sıcaktan soğuğa doğru akar,Yukarıdakilerin hepsi,B,İkinci yasa entropinin her zaman arttığını belirtir,Hard
2602,Science,Periyodik tabloyu hangi bilim adamı geliştirmiştir?,Dmitri Mendeleyev,Antoine Lavoisier,John Dalton,Marie Curie,A,Dmitri Mendeleyev periyodik tabloyu geliştirdi,Hard
2603,Math,cos(x)'in x = 0 etrafındaki Taylor serisi açılımı nedir?,1 - x²/2! + x⁴/4! - x⁶/6! + ...,x - x³/3! + x⁵/5! - x⁷/7! + ...,1 + x + x²/2! + x³/3! + ...,1 + x²/2! + x⁴/4! + x⁶/6! + ...,A,"Cos(x) için Taylor serisi, alternatif çift kuvvet serisidir",Hard
2604,Science,Bir atomdan bir elektronu koparmak için gereken enerjiye ne ad verilir?,Elektron ilgisi,İyonlaşma enerjisi,Elektronegatiflik,Atom yarıçapı,B,Bir elektronu uzaklaştırmak için iyonlaşma enerjisine ihtiyaç vardır,Hard
2605,Science,Moleküler orbital teorisi neyi açıklamak için kullanılır?,Kimyasal bağlanma,Atom yapısı,Radyoaktif bozunma,Faz geçişleri,A,Moleküler orbital teorisi kimyasal bağları açıklar,Hard
2606,Sports,Ryder Kupası hangi spor dalında mücadele ediyor?,Tenis,Golf,Kriket,Rugby,B,Ryder Kupası prestijli bir golf turnuvasıdır,Hard
2607,Science,Bitkilerin stomalarını açıp kapatma işlemine ne ad verilir?,Terleme,Fotosentez,Solunum,Damlama,A,"Terleme, stomaların açılıp kapanmasını içerir",Hard
2608,Art,Venüs'ün Doğuşu tablosunu kim çizmiştir?,Leonardo da Vinci,Michelangelo,Sandro Botticelli,Raphael,C,Sandro Botticelli Venüs'ün Doğuşu tablosunu çizdi,Hard
2609,Technology,TCP ile UDP arasındaki fark nedir?,"TCP güvenilirdir, UDP daha hızlıdır","TCP daha hızlıdır, UDP güvenilirdir","TCP durumsuzdur, UDP durumludur",Önemli bir fark yok,A,TCP güvenilir teslimat sağlarken UDP daha hızlıdır ancak güvenilir değildir,Hard
2610,Animals,İlgisiz türlerde yakınsak evrimi yönlendiren mekanizma nedir?,Genetik sürüklenme,Doğal seçilim,Mutasyon,Gen akışı,B,Doğal seçilim benzer ortamlarda yakınsak evrimi yönlendirir,Hard
2611,Science,Pauli dışlama ilkesi nedir?,Hiçbir iki elektron aynı kuantum sayısına sahip olamaz,Enerji nicelikseldir,Madde dalga özelliklerine sahiptir,Ölçümde belirsizlik,A,"Pauli dışlama ilkesi, iki elektronun aynı kuantum durumlarına sahip olamayacağını belirtir",Hard
2612,Science,Hangi nükleer bozunma türü atom numarasını artırır?,Alfa bozunması,Beta eksi bozunma,Gama bozunması,Elektron yakalama,B,Beta eksi bozunması atom numarasını bir artırır,Hard
2613,Math,Kalkülüsün temel teoremi nedir?,Entegrasyon ve türevlendirme ters işlemlerdir,Bir sabitin türevi sıfırdır,Sınırlar sürekliliği tanımlar,Bir eğrinin altındaki alan integrale eşittir,A,"Temel teorem, integrali ve türevi birbirine bağlar",Hard
2614,Science,Le Chatelier ilkesi nedir?,Dengedeki sistemler değişime direnir,Tepkimelerde enerji korunur,Tepkime hızları konsantrasyona bağlıdır,Katalizörler aktivasyon enerjisini düşürür,A,"Le Chatelier ilkesi, denge tepkisinin değişikliklere nasıl tepki verdiğini açıklar",Hard
2615,Science,Okyanusta fotosentezin gerçekleşebildiği bölgenin adı nedir?,Uçurum bölgesi,Batyal bölgesi,Fotik bölge,Afotik bölge,C,Fotik bölge fotosentez için yeterli ışık alır,Hard
2616,Sports,Ağır sıklet bir boksörün kaldırabileceği maksimum kilo nedir?,Sınır yok,200 libre,220 lbs,250 lbs,A,Ağır sıklet boksun üst ağırlık sınırı yoktur,Hard
2617,Science,Işık enerjisinin kimyasal enerjiye dönüştürüldüğü sürecin adı nedir?,Hücresel solunum,Fotosentez,Kemosentez,Fermantasyon,B,Fotosentez ışık enerjisini kimyasal enerjiye dönüştürür,Hard
2618,Art,Dünyevi Zevkler Bahçesi adlı tabloyu hangi sanatçı çizmiştir?,Hieronymus Bosch,Pieter Bruegel,Jan van Eyck,Albrecht Dürer,A,"Hieronymus Bosch, Dünyevi Zevkler Bahçesi'ni resmetti",Hard
2619,Technology,Bilgisayar mimarisinde RISC ne anlama gelir?,Azaltılmış Komut Seti Bilgisayarı,Rastgele Komut Seti Bilgisayarı,Hızlı Komut Seti Bilgisayarı,Uzaktan Komut Seti Bilgisayarı,A,"RISC, Azaltılmış Komut Seti Bilgisayarı anlamına gelir",Hard
2620,Animals,Kuzey Amerika'ya özgü tek keseli hayvan hangisidir?,Koala,Kanguru,Opossum,Valabi,C,"Virginia keseli sıçanı, Kuzey Amerika'nın tek yerli keseli hayvanıdır",Hard
2621,Science,Bazı maddelerin radyasyonu emdikten sonra ışık yayması olayına ne ad verilir?,Floresans,Fosforesans,Hem A hem de B,Parıltı,C,"Hem floresans hem de fosforesans, radyasyon emiliminden sonra ışık emisyonunu içerir",Hard
2622,Science,Eşit hacimli gazların eşit sayıda molekül içerdiğini belirten gaz yasası hangisidir?,Boyle Yasası,Charles Yasası,Avogadro Yasası,Gay-Lussac Yasası,C,"Avogadro Yasası, hacmi molekül sayısıyla ilişkilendirir",Hard
2623,Math,Sürekli fonksiyonun tanımı nedir?,Kesintisiz bir fonksiyon,Türevlenebilir bir fonksiyon,Sonlu limitleri olan bir fonksiyon,Her yerde tanımlanmış bir fonksiyon,A,Sürekli bir fonksiyonun kesintileri veya boşlukları yoktur,Hard
2624,Science,Çekirdekte proton ve nötronları bir arada tutan kuvvetin adı nedir?,Elektromanyetik kuvvet,Güçlü nükleer kuvvet,Zayıf nükleer kuvvet,Yerçekimi kuvveti,B,Güçlü nükleer kuvvet nükleonları birbirine bağlar,Hard
2625,Science,pH değişimlerine direnç gösteren çözeltiye ne ad verilir?,Tampon,Gösterge,Katalizör,Çözücü,A,Bir tampon çözelti pH değişikliklerine karşı direnç gösterir,Hard
2626,Sports,Bowling'de mükemmel oyuna ne ad verilir?,Çarpmak,Kıyamamak,Türkiye,300,D,Mükemmel bir oyun 300 puan kazandırır,Hard
2627,Science,Bir gazın sıvıya dönüşme sürecine ne ad verilir?,Süblimasyon,Yoğunlaşma,Buharlaşma,İfade,B,"Yoğunlaşma, gazdan sıvıya faz geçişidir",Hard
2628,Art,Eyfel Kulesi'ni kim tasarladı?,Gustave Eiffel,Antoni Gaudi,Frank Lloyd Wright,Le Corbusier,A,Ünlü Paris kulesini Gustave Eiffel tasarladı,Hard
2629,Technology,XML ne anlama geliyor?,Genişletilebilir İşaretleme Dili,Genişletilmiş İşaretleme Dili,eXternal İşaretleme Dili,Yürütülebilir İşaretleme Dili,A,"XML, Genişletilebilir İşaretleme Dili anlamına gelir",Hard
2630,Animals,Alacakaranlıkta aktif olan hayvanlara ne ad verilir?,Günlük,Geceleyin,Alacakaranlık,Katemeral,C,Alacakaranlık hayvanları alacakaranlık saatlerinde aktiftir,Hard
2631,Science,Tüm moleküler hareketin durduğu teorik sıcaklığın adı nedir?,Mutlak sıfır,Donma noktası,Kaynama noktası,Kritik nokta,A,Mutlak sıfır teorik minimum sıcaklıktır,Hard
2632,Science,Işığın dalga teorisini hangi bilim adamı ortaya attı?,Isaac Newton,Christiaan Huygens,Thomas Young,Albert Einstein,B,Christiaan Huygens ışığın dalga teorisini ortaya attı,Hard
2633,Math,İlk terimi a ve oranı r olan sonsuz bir geometrik serinin toplamı kaçtır? (|r| < 1),a/(1-r),a(1-r),a + r,ar,A,Sonsuz bir geometrik serinin toplamı a/(1-r)'dir,Hard
2634,Science,Enerjinin yaratılamayacağını veya yok edilemeyeceğini belirten ilkenin adı nedir?,Enerjinin korunumu,Momentumun korunumu,kütle korunumu,Yükün korunumu,A,Enerjinin korunumu ilkesi termodinamiğin birinci yasasıdır,Hard
2635,Science,Bir kimyasal reaksiyonun gerçekleşmesi için gereken minimum enerjiye ne ad verilir?,Aktivasyon enerjisi,İyonlaşma enerjisi,Bağlayıcı enerji,Kinetik enerji,A,"Aktivasyon enerjisi, reaksiyonlar için minimum enerji bariyeridir",Hard
2636,Sports,Hangi sporda smaç vurabilirsin?,Basketbol,Voleybol,Tenis,Badminton,A,Basketbolda smaç yapılır,Hard
2637,Science,Hücreye giren ve çıkan maddeleri kontrol eden yapının adı nedir?,Hücre duvarı,Hücre zarı,Çekirdek,Sitoplazma,B,Hücre zarı moleküler taşımayı kontrol eder,Hard
2638,Art,Işığı ve onun değişen niteliklerini yakalamaya odaklanan sanat akımı hangisidir?,İzlenimcilik,Ekspresyonizm,Kübizm,Gerçeküstücülük,A,Empresyonizm ışığı ve onun etkilerini vurguladı,Hard
2639,Technology,Ondalık sayı sistemi olan 10'un ikili sistemde gösterimi nedir?,1010,1100,1001,1110,A,"Ondalık 10, ikili 1010'a eşittir",Hard
2640,Animals,Karmaşık gözlerin bağımsız olarak gelişmesini açıklayan evrimsel mekanizma hangisidir?,Genetik sürüklenme,Yakınsak evrim,Cinsel seçilim,Tarafsız evrim,B,"Yakınsak evrim, farklı soylarda karmaşık gözlerin bağımsız evrimini açıklar",Hard
2641,Science,Bitkilerin oksijeni serbest bırakma sürecine ne ad verilir?,Fotosentez,Solunum,Terleme,Çimlenme,A,"Fotosentez, yan ürün olarak oksijen açığa çıkarır",Hard
2642,Science,Dünya kabuğunda en bol bulunan element hangisidir?,Silikon,Oksijen,Alüminyum,Ütü,B,"Oksijen, Dünya'nın kabuğunda en bol bulunan elementtir",Hard
2643,Math,e^x'in türevi nedir?,e^x,xe^(x-1),ln(x),1/x,A,e^x'in türevi e^x'tir,Hard
2644,Science,Yüzeyler arasındaki harekete karşı koyan kuvvetin adı nedir?,Sürtünme,Tansiyon,Sıkıştırma,Burulma,A,"Sürtünme, temas eden yüzeyler arasındaki harekete karşı koyar",Hard
2645,Science,Katı bir maddenin doğrudan gaza dönüşmesine ne ad verilir?,Erime,Süblimasyon,Buharlaşma,Yoğunlaşma,B,Süblimleşme katıdan gaza doğrudan geçiştir,Hard
2646,Sports,Bowlingde tek bir frame'de alınabilecek en yüksek skor nedir?,10,20,30,Sınır yok,C,Bir karede maksimum 30 (vuruş artı iki vuruş),Hard
2647,Science,Elektrik yükü olmayan atom altı parçacığın adı nedir?,Proton,Elektron,Nötron,Foton,C,Nötronların elektrik yükü yoktur,Hard
2648,Art,İnci Küpeli Kız tablosunu kim çizmiştir?,Rembrandt,Vermeer,Van Dyck,Rubens,B,"Johannes Vermeer, İnci Küpeli Kız tablosunu çizdi",Hard
2649,Technology,Programlamada IDE ne anlama gelir?,Entegre Geliştirme Ortamı,Etkileşimli Geliştirme Ortamı,İç Geliştirme Ortamı,Bağımsız Kalkınma Ortamı,A,"IDE, Entegre Geliştirme Ortamı anlamına gelir",Hard
2650,Animals,Vücut ısısını sabit tutan hayvanlara ne ad verilir?,Soğukkanlı,Sıcakkanlı,Ektotermik,Endotermik,D,Endotermik hayvanlar vücut sıcaklıklarını sabit tutarlar,Hard
2651,Science,Dünya'nın mantosu ile çekirdeği arasındaki sınırın adı nedir?,Moho süreksizliği,Gutenberg kopukluğu,Lehmann süreksizliği,Conrad süreksizliği,B,Gutenberg süreksizliği mantoyu ve çekirdeği ayırır,Hard
2652,Science,Hangi bağ türünde elektron paylaşımı vardır?,İyonik,Kovalent,Metalik,Van der Waals,B,Kovalent bağlar elektron paylaşımını içerir,Hard
2653,Math,x 0'a yaklaşırken sin(x)/x'in limiti nedir?,0,1,-1,sonsuzluk,B,x 0'a yaklaşırken sin(x)/x'in limiti 1'dir,Hard
2654,Science,Parçacıkların hem dalga hem de parçacık özellikleri gösterdiği etkinin adı nedir?,Fotoelektrik etki,Compton etkisi,Dalga-parçacık ikiliği,Tünel etkisi,C,Dalga-parçacık ikiliği kuantum davranışını tanımlar,Hard
2655,Science,Kimyasal bağlarda depolanan enerjiye ne ad verilir?,Kinetik enerji,Potansiyel enerji,Kimyasal enerji,Nükleer enerji,C,Kimyasal enerji moleküler bağlarda depolanır,Hard
2656,Sports,Teniste sıfır puan terimi nedir?,Aşk,Deuce,Avantaj,Arıza,A,Teniste aşk sıfır puan demektir,Hard
2657,Science,RNA'nın protein sentezini yönettiği sürecin adı nedir?,Çoğaltma,Transkripsiyon,Çeviri,Dönüşüm,C,"Çeviri, proteinleri sentezlemek için RNA'yı kullanır",Hard
2658,Art,Mobil heykeli hangi sanatçı yapmıştır?,Alexander Calder,Henry Moore,Alberto Giacometti,Constantin Brancusi,A,Alexander Calder mobil heykeli icat etti,Hard
2659,Technology,Web geliştirmede CSS ne anlama gelir?,Bilgisayar Stil Sayfaları,Basamaklı Stil Sayfaları,Yaratıcı Stil Sistemi,Kodlanmış Stil Sözdizimi,B,"CSS, Basamaklı Stil Sayfaları anlamına gelir",Hard
2660,Animals,Tardigradların aşırı koşullarda hayatta kalmasını sağlayan hücresel mekanizma nedir?,Kriptobiyoz,Diyapoz,Yaz uykusu,Uyuşukluk,A,"Kriptobiyoz, tardigradların aşırı koşullarda metabolizmalarını askıya almalarına olanak tanır",Hard
2661,Science,Belirsizlik ilkesini ortaya koyan bilim insanının adı nedir?,Niels Bohr,Werner Heisenberg,Max Planck,Albert Einstein,B,Werner Heisenberg belirsizlik ilkesini geliştirdi,Hard
2662,Science,Hücresel solunumdan sorumlu organel hangisidir?,Çekirdek,Kloroplast,Mitokondri,Ribozom,C,Mitokondri hücresel solunumu gerçekleştirir,Hard
2663,Math,Yarıçapı r olan bir kürenin hacmi nedir?,4πr²,4πr³/3,πr²,2πr,B,Bir kürenin hacmi 4πr³/3'tür,Hard
2664,Science,Elektriği iletmeyen maddeye ne ad verilir?,Şef,Yarı iletken,Yalıtkan,Süperiletken,C,Yalıtkan elektriği iletmez,Hard
2665,Science,Işığın tamamen emildiği sürecin adı nedir?,Refleks,Refraksiyon,Emilim,Emisyon,C,"Emilim, ışığın tamamen alınmasıdır",Hard
2666,Sports,Golfte hole-in-one'a ne denir?,Kartal,Kuş,Albatros,As,D,Bir hole-in-one'a aynı zamanda as da denir,Hard
2667,Science,Akciğerlerdeki küçük hava keseciklerinin adı nedir?,Bronşlar,Bronşiyoller,Alveoller,Trakea,C,"Alveoller, gaz değişiminin gerçekleştiği küçük hava keseleridir",Hard
2668,Art,Amerikan Gotiği'ni kim çizdi?,Grant Wood,Edward Hopper,Andrew Wyeth,Norman Rockwell,A,Grant Wood Amerikan Gotik'i boyadı,Hard
2669,Technology,Bilgisayarda en küçük veri birimi nedir?,Biraz,Bayt,Kilobayt,Megabayt,A,"Bir bit, verinin en küçük birimidir",Hard
2670,Animals,Gerçekten uçabilen tek memeli hayvan hangisidir?,Uçan sincap,Şeker planörü,Yarasa,Uçan lemur,C,Yarasalar gerçek uçuş yeteneğine sahip tek memelilerdir,Hard
2671,Science,Asitliği ölçmek için kullanılan ölçeğin adı nedir?,Richter ölçeği,Mohs ölçeği,pH ölçeği,Kelvin ölçeği,C,pH ölçeği asitliği ve bazlılığı ölçer,Hard
2672,Science,Gezegenlerin hareket yasalarını hangi bilim adamı ortaya koymuştur?,Galileo Galilei,Johannes Kepler,Tycho Brahe,Nicolaus Copernicus,B,Johannes Kepler gezegensel hareket yasalarını formüle etti,Hard
2673,Math,-1'in karekökü nedir?,Ben,1,-1,tanımsız,A,-1'in karekökü sanal birimdir,Hard
2674,Science,Manyetik alanların değiştirilmesiyle elektrik akımının oluştuğu etkinin adı nedir?,Fotoelektrik etki,Hall etkisi,Elektromanyetik indüksiyon,Termoelektrik etki,C,"Elektromanyetik indüksiyon, değişen manyetik alanlardan akım üretir",Hard
2675,Science,Bir cisimdeki madde miktarını ifade eden terim nedir?,Ağırlık,Yığın,Yoğunluk,Hacim,B,"Kütle, bir nesnedeki madde miktarıdır",Hard
2676,Sports,Bir golf çantasında bulunmasına izin verilen en fazla sopa sayısı nedir?,12,14,16,18,B,Golfçülere en fazla 14 sopa kullanma izni verilir,Hard
2677,Science,Bitkilerin kökleri aracılığıyla su emme işlemine ne ad verilir?,Ozmoz,Difüzyon,Aktif taşıma,Yukarıdakilerin hepsi,D,Bitkiler suyu emmek için ozmoz difüzyonunu ve aktif taşımayı kullanırlar,Hard
2678,Art,Gerçekçi temsil yerine rengin psikolojik etkilerini vurgulayan sanat akımı hangisidir?,Fovizm,İzlenimcilik,Ekspresyonizm,Kübizm,A,"Fovizm, doğalcı temsil yerine cesur ve etkileyici renklere öncelik verdi",Hard
2679,Technology,URL ne anlama geliyor?,Tekdüzen Kaynak Bulucu,Evrensel Kaynak Bağlantısı,Tekdüzen Referans Bulucu,Evrensel Referans Bağlantısı,A,"URL, Tekdüzen Kaynak Bulucu anlamına gelir",Hard
2680,Animals,Bir filin gebelik süresi ne kadardır?,18 ay,22 ay,24 ay,28 ay,B,Fillerin gebelik süresi yaklaşık 22 aydır,Hard
2681,Science,Diğer parçacıklara kütle kazandıran teorik parçacığın adı nedir?,Foton,Bozon,Higgs bozonu,Graviton,C,Higgs bozonu diğer parçacıklara kütle kazandırır,Hard
2682,Science,Dünya atmosferinin yaklaşık %21'ini oluşturan gaz hangisidir?,Azot,Oksijen,Karbondioksit,Argon,B,Oksijen atmosferin yaklaşık %21'ini oluşturur,Hard
2683,Math,1/x dx'in integrali nedir?,ln|x| + C,x + C,1/x + C,x²/2 + C,A,1/x'in integrali ln|x| + C'dir,Hard
2684,Science,Bir kimyasal bağı koparmak için gereken enerjiye ne ad verilir?,Bağ enerjisi,Aktivasyon enerjisi,İyonlaşma enerjisi,Kafes enerjisi,A,Kimyasal bağları kırmak için bağ enerjisine ihtiyaç vardır,Hard
2685,Science,Dairesel harekette hıza dik etki eden kuvvetin adı nedir?,Merkezcil kuvvet,Merkezkaç kuvveti,Yerçekimi kuvveti,Manyetik kuvvet,A,Merkezcil kuvvet dairesel harekette merkeze doğru etki eder,Hard
2686,Sports,Golfte bir par altı skoruna ne ad verilir?,Kartal,Kuş,Korkutucu,Albatros,B,"Birdie, parın bir vuruş altıdır",Hard
2687,Science,Kararsız atom çekirdeklerinin enerji açığa çıkardığı sürecin adı nedir?,Füzyon,Fisyon,Radyoaktif bozunma,Nükleer bombardıman,C,"Radyoaktif bozunma, kararsız çekirdeklerden enerji açığa çıkarır",Hard
2688,Art,Floransa'daki Davut heykelini kim yaptı?,Leonardo da Vinci,Michelangelo,Donatello,Bernini,B,Michelangelo ünlü Davut heykelini yaptı,Hard
2689,Technology,Kendini kopyalayan programa ne ad verilir?,Virüs,Solucan,Truva atı,Kötü amaçlı yazılım,B,Solucan kendini çoğaltan bir programdır,Hard
2690,Animals,Omurgalı uzuvların benzer genetik programlardan nasıl oluştuğunu açıklayan gelişim süreci hangisidir?,Heteroz,Homeozis,Homeobox düzenlemesi,Hox gen ifadesi,D,"Hox genleri, uzuv oluşumu da dahil olmak üzere gelişimsel vücut planını kontrol eder",Hard
2691,Science,Işığın prizmadan geçerken kırılması olayına ne ad verilir?,Refleks,Refraksiyon,Kırınım,Dağılım,D,"Dağılım, ışığın renklere ayrılmasına neden olur",Hard
2692,Science,Atom numarası 1 olan element hangisidir?,Hidrojen,Helyum,Lityum,Karbon,A,Hidrojenin atom numarası 1'dir,Hard
2693,Math,Altın oran φ'nin değeri nedir?,1.414,1.618,2.718,3.141,B,"Altın oran φ yaklaşık olarak 1,618'dir",Hard
2694,Science,Bir nükleer zincir reaksiyonu için gereken minimum parçalanabilir madde miktarını ifade eden terim nedir?,Kritik kütle,Eşik kütlesi,Tepkime kütlesi,Atom kütlesi,A,Sürdürülebilir nükleer reaksiyon için kritik kütleye ihtiyaç vardır,Hard
2695,Science,Troposfer ile stratosfer arasındaki sınır tabakasının adı nedir?,Tropopoz,Stratopoz,Mezopoz,Termopoz,A,"Tropopoz, troposfer ve stratosferi ayırır",Hard
2696,Sports,Stanley Kupası hangi spor dalında verilir?,Basketbol,Hokey,Futbol,Beyzbol,B,Stanley Kupası buz hokeyinde verilir,Hard
2697,Science,Hücrelerin bölünerek gamet oluşturması sürecinin adı nedir?,Mitoz,Mayoz,Hücrenin ikiye bölünerek üremesi,Tomurcuklanan,B,"Mayoz, gametleri (cinsiyet hücrelerini) üretir",Hard
2698,Art,Yıldızlı Gece tablosunu kim çizmiştir?,Claude Monet,Vincent van Gogh,Paul Cezanne,Edgar Degas,B,Vincent van Gogh Yıldızlı Gece'yi resmetti,Hard
2699,Technology,ASCII ne anlama geliyor?,Amerikan Bilgi Değişimi Standart Kodu,Amerikan Bilgi Entegrasyonu Sistem Kodu,Bilgi Entegrasyonu için Otomatik Standart Kod,Bilgi Değişimi için Otomatik Sistem Kodu,A,"ASCII, Amerikan Bilgi Değişimi Standart Kodu anlamına gelir",Hard
2700,Animals,En hızlı kara hayvanı hangisidir?,Çita,Çatalboynuzlu antilop,Aslan,Tazı,A,Çita en hızlı kara hayvanıdır,Hard
2701,Science,Bazı metallerin ışığa maruz kaldığında elektron yayması olayına ne ad verilir?,Compton etkisi,Fotoelektrik etki,Tünel etkisi,Hall etkisi,B,"Fotoelektrik etki, ışık kaynaklı elektron emisyonunu içerir",Hard
2702,Science,Hangi radyasyon türünün enerjisi en yüksektir?,Alfa,Beta,Gama,X-ışını,C,Gama radyasyonu en yüksek enerjiye sahiptir,Hard
2703,Math,İlk n doğal sayının toplamı kaçtır?,n(n+1)/2,n(n-1)/2,n²,n²+1,A,İlk n doğal sayının toplamı n(n+1)/2'dir,Hard
2704,Science,Dört temel kuvvetten üçünü tanımlayan teorik çerçevenin adı nedir?,Standart Model,Her Şeyin Teorisi,Sicim Teorisi,Kuantum Alan Teorisi,A,Standart Model üç temel kuvveti tanımlar,Hard
2705,Science,Bir atomun kimyasal bağdaki elektronları çekme yeteneği için kullanılan terim nedir?,Elektronegatiflik,İyonlaşma enerjisi,Elektron ilgisi,Atom yarıçapı,A,Elektronegatiflik elektron çekme yeteneğini ölçer,Hard
2706,Sports,Snooker'da faul olmadan yapılabilecek maksimum seri kaçtır?,147,155,167,170,A,Snooker'da maksimum kırılma noktası 147 puandır,Hard
2707,Science,Proteinleri paketleyen ve taşıyan organelin adı nedir?,Ribozom,Endoplazmik retikulum,Golgi aygıtı,Lizozom,C,Golgi aygıtı proteinleri paketler ve gönderir,Hard
2708,Art,Geometrik şekiller ve çoklu bakış açılarının ön planda olduğu sanat akımı hangisidir?,İzlenimcilik,Ekspresyonizm,Kübizm,Gerçeküstücülük,C,Kübizm geometrik şekiller ve çoklu perspektifler içeriyordu,Hard
2709,Technology,Analog sinyalleri dijital sinyallere dönüştürme işlemine ne ad verilir?,Modülasyon,Demodülasyon,Analogdan dijitale dönüştürme,Dijital-analog dönüştürme,C,ADC analog sinyalleri dijitale dönüştürür,Hard
2710,Animals,Penguenlerin doğal olarak yaşadığı tek kıta hangisidir?,Avustralya,Güney Amerika,Afrika,Antarktika,D,Penguenler doğal olarak yalnızca Güney Yarımküre'de yaşarlar ve birincil olarak Antarktika'da yaşarlar.,Hard
2711,Science,Radyoaktiviteyi keşfeden bilim insanının adı nedir?,Marie Curie,Henri Becquerel,Ernest Rutherford,Wilhelm Röntgen,B,Henri Becquerel radyoaktiviteyi keşfetti,Hard
2712,Science,Güneş sistemimizde hangi gezegenin günü en kısadır?,Merkür,Venüs,Jüpiter,Satürn,C,Jüpiter'in günü yaklaşık 10 saatle en kısadır,Hard
2713,Math,5'in faktöriyeli nedir?,60,100,120,140,C,5! = 5 × 4 × 3 × 2 × 1 = 120,Hard
2714,Science,Tüketilmeden kimyasal reaksiyonları hızlandıran maddeye ne ad verilir?,Enzim,Katalizör,Hem A hem de B,İnhibitör,C,Hem enzimler hem de katalizörler tüketilmeden reaksiyonları hızlandırır,Hard
2715,Science,Hücrelerin glikozu parçalamak için oksijeni kullandığı sürecin adı nedir?,Fotosentez,Hücresel solunum,Fermantasyon,Glikoliz,B,"Hücresel solunum, glikozu parçalamak için oksijen kullanır",Hard
2716,Sports,Kriket'te bir topta altı sayı atılmasına ne ad verilir?,Altı,Sınır,Üzerinde,Maksimum,A,Bir topta altı koşuya basitçe altı denir,Hard
2717,Science,CERN'deki parçacık hızlandırıcısının adı nedir?,Büyük Hadron Çarpıştırıcısı,Küçük Hadron Çarpıştırıcısı,Avrupa Parçacık Hızlandırıcısı,Cenevre Hızlandırıcı,A,Büyük Hadron Çarpıştırıcısı CERN'de,Hard
2718,Art,Nilüferler serisini kim çizmiştir?,Claude Monet,Edgar Degas,Pierre-Auguste Renoir,Camille Pissarro,A,Claude Monet ünlü Nilüferler serisini çizdi,Hard
2719,Technology,GPU ne anlama geliyor?,Genel İşlem Birimi,Grafik İşlem Birimi,Küresel İşlem Birimi,Oyun İşleme Birimi,B,"GPU, Grafik İşlem Birimi anlamına gelir",Hard
2720,Animals,Bazı hayvanların biyolüminesans yoluyla kendi ışıklarını üretmelerini sağlayan mekanizma nedir?,Fotosentez,Kemilüminesans,Floresans,Fosforesans,B,"Biyolüminesans, genellikle lüsiferin içeren kemilüminesans reaksiyonları yoluyla meydana gelir",Hard
2721,Science,Parçacıkların enerji bariyerlerini aşarak tünelleme yapabildiği etkinin adı nedir?,Fotoelektrik etki,Tünel etkisi,Compton etkisi,Hall etkisi,B,Tünel etkisi parçacıkların bariyerlerden geçmesine izin verir,Hard
2722,Science,Hücresel solunum sırasında hangi gaz üretilir?,Oksijen,Karbondioksit,Azot,Hidrojen,B,Hücresel solunum sırasında karbondioksit üretilir,Hard
2723,Math,e'nin doğal logaritması nedir?,0,1,e,tanımsız,B,e'nin doğal logaritması 1'e eşittir,Hard
2724,Science,Bir cismin konumundan dolayı depoladığı enerjiye ne ad verilir?,Kinetik enerji,Potansiyel enerji,Termal enerji,Kimyasal enerji,B,"Potansiyel enerji, konuma bağlı olarak depolanan enerjidir",Hard
2725,Science,Temas halindeki yüzeylerin birbirine göre hareketine direnç gösteren kuvvete ne ad verilir?,Sürtünme,Tansiyon,Normal kuvvet,Uygulanan kuvvet,A,"Sürtünme, temas eden yüzeyler arasındaki harekete direnç gösterir",Hard
2726,Sports,Bowling'de üst üste üç strike'a ne ad verilir?,Türkiye,Çift,Üçlü,Kıyamamak,A,Üç ardışık vuruşa hindi denir,Hard
2727,Science,Bir elementin özelliklerini koruyan en küçük birimine ne ad verilir?,Molekül,Atom,Proton,Elektron,B,"Atom, bir elementin en küçük birimidir",Hard
2728,Art,Son Akşam Yemeği tablosunu kim çizmiştir?,Michelangelo,Leonardo da Vinci,Raphael,Caravaggio,B,Leonardo da Vinci Son Akşam Yemeği'ni resmetti,Hard
2729,Technology,Meşru gibi görünen kötü amaçlı yazılımlara ne ad verilir?,Virüs,Truva atı,Solucan,Casus yazılım,B,Bir Truva atı meşru görünür ama kötü niyetlidir,Hard
2730,Animals,Kuzey Amerika'da bulunan tek keseli hayvan hangisidir?,Kanguru,Koala,Opossum,Vombat,C,"Virginia keseli sıçanı, Kuzey Amerika'nın tek keseli hayvanıdır",Hard
